Vendor_Code;Vendor_Name;Addr;Addr2;City;Contact;Phone;Currency_Code;Blocked;Prices_Including_VAT;Fax;INN;EMail;OKPO_Code;Full_Name;KPP_Code;Alcohol_Vendor_Type
I_SUP382;OOO "Автограф";ул.Автозаводская,д.17,корп.3,офис 11;;Москва;;;RUB;0;1;;7725737193;;37140836;Общество с ограниченной ответственностью "Автограф";772501001;0
I_SUP383;ООО "БЕГЕМОТ Румянцево";п.Московский, д.Румянцево, стр.3;;Москва;;;RUB;0;1;;5003088820;;;Общество с ограниченной ответственностью "БЕГЕМОТ Румянцево";775101001;0
I_SUP384;ООО "Ламартис";ул.Мясницкая, д.35, стр.2;;Москва;;;RUB;0;1;;7708143288;;;Общество с ограниченной ответственностью "Ламартис";770801001;0
I_SUP385;ФГУП Издатцентр "Марка";ул.Б.Грузинская,д.4/6,стр.9;;Москва;;;RUB;0;1;;7710047870;;;ФГУП Издатцентр "Марка";770301001;0
I_SUP386;ООО "БТ БЕНЕФИТ";Власьевский Б. пер., д.11;;Москва;;;RUB;0;1;;7704704158;;;Общество с ограниченной ответственностью "БТ БЕНЕФИТ";;0
I_SUP387;ООО "Статус-групп";Огородный проезд,д.5,стр.3,офис 308;;Москва;;;RUB;0;1;;7715910836;;09180883;Общество с ограниченной ответственностью "Статус-групп";771501001;0
I_SUP388;ООО "Фирма Унитрон";ул Горная, 3А;;Пенза;;;RUB;0;1;;5836611040;;33206805;Общество с ограниченной ответственностью "Фирма Унитрон";583601001;0
I_SUP389;ООО "Миниум";ул.Каховская, д.10, к.3;;Москва;;+74955105430;RUB;0;1;;7726723370;;17688957;Общество с ограниченной ответственностью "Миниум";772701001;0
I_SUP390;ООО «ЭСКЬЮ СИГС»;Москва, ул. Молодёжная, д. 3, помещение XVII;;Москва;;+7(495)2342329;RUB;0;1;;7736664797;;;Общество с ограниченной ответственностью «ЭСКЬЮ СИГС»;773601001;0
I_SUP391;ООО "БИК";ул. Дегтярная,д.5-7,лит. Б;;Санкт-Петербург;;;RUB;0;1;;7826054531;;54248191;Общество с ограниченной Ответственностью "БИК";784201001;0
I_SUP392;ООО "Интел МСК";ул.Зеленодольская, д.20/9, помещение 1П;;Москва;;;RUB;0;0;;7721834823;;;Общество с ограниченной ответственностью "Интел МСК";772101001;0
I_SUP393;ИП Цыба Виталий Александрович;Россия,МО,г.Королёв,пр-д Матросова,3А,кв.26;;Королёв;;;RUB;0;1;;501815223043;;0175096929;Индивидуальный предприниматель Цыба Виталий Александрович;;0
I_SUP394;ООО "Чистое небо";ул.Шереметьево-1 (терминал С) офис 113,6;;Химки;;;RUB;0;0;;7704754818;;;Общество с ограниченной ответственностью "Чистое небо";504701001;0
I_SUP395;ООО "С-Трейд";ул.Крылатская,д.10;;Москва;;;RUB;0;1;;7706598709;;;Общество с ограниченной ответственностью "С-Трейд";773101001;0
I_SUP396;ООО "Столичные поставки";Алтуфьевское шоссе, дом №37, строение 8;;Москва;;+7(495)7807775;RUB;0;1;;7715899269;;;Общество с ограниченной ответственностью  "Столичные поставки";771501001;0
I_SUP397;ООО " Прованс";ул.Нижегородская д.29-33 стр.15;комната 434А;Москва;;;RUB;0;1;;7722817235;;18101894;Общество с ограниченной ответственностью "Прованс";772201001;0
I_SUP398;ООО Гостиный двор;г.Красноярск ул.Карамзина д.11;пом.190;Красноярск;;;RUB;0;1;;2464262553;;;Общество с ограниченной ответственностью Гостиный двор;246401001;0
I_SUP399;ООО Аль-Трейд;Московск. обл-ть, Мытищинский р-н;ТПЗ Алтуфьево, 84 км МКАД, Вл. 3А, стр. 3;Москва;;;RUB;0;1;;7716516350;;75334919;Общество с ограниченной ответственностью Аль-Трейд;502945002;0
I_SUP400;ООО "Крутон";Москва , Рязанский проспект;д.8А стр 14;;;;RUB;0;1;;7721663247;;;Общество с ограниченной ответственностью "Крутон";772101001;0
I_SUP401;ООО "Слава Зайцев Лакшери";Москва, Проспект Мира;21,стр.1;;;;RUB;0;1;;7712038014;;68903050;Общество с ограниченной ответственностью "Слава Зайцев Лакшери";509950001;0
I_SUP402;ООО "Покровский пряник";Владимирская обл., Петушинский р-он;п.Нагорный, ул. Новая,д.1;;;;RUB;0;1;;3321015653;;;Общество с ограниченной ответственностью "Покровский пряник";332101001;0
I_SUP403;ООО Валенсия Экспресс;Моск. обл, Истринский р-н,с/п Павло-Слободское;д. Лобаново, д. 21;;;;RUB;0;1;;5017098441;;13302027;Общество с ограниченной ответственностью "Валенсия Экспресс";501701001;0
I_SUP404;OOO"Восьмая Империя";Москва, Дербенёвская наб., дом 11, пом.39;;;;8(495)255-00-58;;0;1;;7725671070;;;Обществао с ограниченной ответственностью "Восьмая Империя";772501001;0
I_SUP405;ООО "Мирани";Москва, ул. 2-я Звенигородская, д.13, стр.18Ж;;;;+7(495)380-03-53;RUB;0;1;;;;62746000;Общество с ограниченной ответственностью "Мирани";770301001;0
I_SUP406;ООО "Бразис Логистик";Моск.обл.,Ленинский район,г.Видное;Северная промзона,владение 16;;;;RUB;0;1;;;;180701107;Общество с ограниченной ответственностью "Бразис Логистик";500301001;0
I_SUP407;ООО "Арона";Москва, ул.Радионовская,д.13,корпус 2,пом.2 офис 5;;;;;RUB;0;1;;7733905420;;40307872;Общество с ограниченной ответственностью "Арона";773301001;0
I_SUP408;ООО "Оптима Плюс";Старый Петровско-Разумовский пр-д, д.1/23, стр.3;;Москва;;;RUB;0;1;;7714826733;;;Общество с ограниченной ответственностью "Оптима плюс";771401001;0
O_SUP001;Global Promotional Services;;;;;;;0;1;;;;;;;0
O_SUP002;Aer Rianta International CPT;;;;;;;0;1;;;;;;;0
O_SUP003;Art Alliance Deluxe LTD;Diamond Bourse, 100 hatton Garden;;London;;;;0;1;;;;;;;0
O_SUP004;Art Alliance LTD (UK);48, Queen Anne Street, W1G9JJ;;London;;;;0;1;;;;;;609548300;2
O_SUP005;WELLVELROCK LTD;;;;;;;0;1;;;;;;;0
O_SUP006;Jacob & Co. Watches Inc.;48 ист 57ая улица, 4 этаж;;Нью Йорк;;;;0;1;;;;;;;0
O_SUP007;Nuance;;;;;;;0;1;;;;;;;0
O_SUP008;AMBREA SARL;30, route des Penys;;;;+ 41 22 301 75 30;;0;1;;;;;;;0
O_SUP009;Westa Gmbh;Gewerbepark Sud 24, 6068 Mils;;Austria;;;;0;1;;;;;;;0
O_SUP010;JSL Traiding AG;Seedammstrasse 3, 8808 Pfaeffikon SZ Switzerland;;Pfaeffikon;;;;0;1;;;;;JSL Traiding AG;;2
O_SUP011;JSL SPEDITION GmBH ;;;;;;;0;1;;;;;;;0
O_SUP012;BVLGARI PARFUME;;;;;;;0;1;;;;;;;0
O_SUP013;DUTY FREE;;;;;;;0;1;;;;;;;0
O_SUP014;DUTY FREE SERVICES;24 GERSTNNNNERSTRASSE WELS,4600 AUSTRIA KARL STOIB;BER;;;;;0;1;;;;;;;0
O_SUP015;DUTY FREE - SHANNON;;;;;;;0;1;;;;;;;0
O_SUP016;ARI-SHANNON EURO;SHANNON AIRPORT SHANNON, CO CLARE IRELAND;;;;;;0;1;;;;;;;0
O_SUP017;KENZO JEW;6-8 AVENUE DE SAUNIER BP 57 07160 LE CHEYLARD FRAN;NCE;;;;;0;1;;;;;;;0
O_SUP018;KENZO SKY  ;;;;;;;0;1;;;;;;;0
O_SUP019;KENZO PARFUMS ;3 PLACE DES VICTOIRES 75001 PARIS FRANCE;;;;;;0;1;;;;;;;0
O_SUP020;KENZO FASHION ;PARIS FRANCE 75001;;;;;;0;1;;;;;;;0
O_SUP021;SELDICO KENZO;;;;;;;0;1;;;;;;;0
O_SUP022;KENZO SILVER;;;;;;;0;1;;;;;;;0
O_SUP023;KENZO WATCHES;;;;;;;0;1;;;;;;;0
O_SUP024;L'OREAL PARIS  ;;;;;;;0;1;;;;;;;0
O_SUP025;L'OREAL PBI SKY ;;;;;;;0;1;;;;;;;0
O_SUP026;L'OREAL LUX GROUP;;;;;;;0;1;;;;;;;0
O_SUP027;MONTBLANC SIMPLO GMBH;HELLGRUNDWEG 100 22525 HAMBURG GERMANY;;;;;;0;1;;;;;;;0
O_SUP028;P&G MONT BLANC ;75 RUE D'AIGREMONT 78300 POISSY FRANCE;;;;;;0;1;;;;;;;0
O_SUP029;MONT BLANC INT BV ;EUROPLAZA HOOGOORDDREEF 54E NL-1101 BE AMSTERDAM Z;Z.O HOLLAND;;;;;0;1;;;;;;;0
O_SUP030;MONT BLANC SKY FASH;;;;;;;0;1;;;;;;;0
O_SUP031;ST.DUPONT;TOUR MAINE-MONTPARNASSE 75755 PARIS CEDEX 15 FRANC;CE;;;;;0;1;;;;;;;0
O_SUP032;ST.DUPONT INTERPARFUME ;;;;;;;0;1;;;;;;;0
O_SUP033;SUPPLIERS OLD;;;;;;;0;1;;;;;;;0
O_SUP034;CAROLINA HERRERA PUIG  ;TRAVESERA DE GRACIA,9 08021 BARCELONA SPAIN;;;;;;0;1;;;;;;;0
O_SUP035;AGATHA RUIZ DE LA PRADA PUIG;;;;;;;0;1;;;;;;;0
O_SUP036;AGATHA;;;;;;;0;1;;;;;;;0
O_SUP037;Paco Rabanne - PUIG;6 BOULEVARD DU PARC 92523 NEUILLY SUR SEINE FRANCE;E;;;;;0;1;;;;;;;0
O_SUP038;Prada - PUIG;;;;;;;0;1;;;;;;;0
O_SUP039;Nina Ricci - PUIG;6, BOULEVARD DU PARC 92523 NEUILLY SUR SEINE CEDEX;X FRANCE;;;;;0;1;;;;;;;0
O_SUP040;N.RICCI SKY;;;;;;;0;1;;;;;;;0
O_SUP041;VALENTINO PUIG;;;;;;;0;1;;;;;;;0
O_SUP042;P&G ALFRED DUNHILL;C/O COSMOPOLITAN COSMETICS;;;;;;0;1;;;;;;;0
O_SUP043;ALFRED DUNHILL GMBH;HELLGRUNDWEG 100 22525 HAMBURG GERMANY;;;;;;0;1;;;;;;;0
O_SUP044;Dolce & Gabbana - P&G;47, RUE ST.GEORGE 1213 PETIT LANCY/GENEVA SWITZERL;LAND;;;;;0;1;;;;;;;0
O_SUP045;DOLCE & GABBANA WATC;;;;;;;0;1;;;;;;;0
O_SUP046;DOLCE&GABBANA;VIA XX SETTEMBRE,123 MILAN ITALY;;;;;;0;1;;;;;;;0
O_SUP047;Escada - P&G;75 RUE D'AIGREMONT 78300 POISSY FRANCE;;;;;;0;1;;;;;;;0
O_SUP048;ESCADA SKY;15, AVENUE D'EYLAU 75116 PARIS FRANCE;;;;;;0;1;;;;;;;0
O_SUP049;Hugo Boss - P&G;47, RUE ST.GEORGE 1213 PETIT LANCY/GENEVA SWITZERL;LAND;;;;;0;1;;;;;;;0
O_SUP050;HUGO BOSS FASHION SK;DIESELSTRASSE12 D-72555 METZINGEN GERMANY BRD;;;;;;0;1;;;;;;;0
O_SUP051;HUGO BOSS WATCHES;;;;;;;0;1;;;;;;;0
O_SUP052;Lacoste - P&G;PROCTOR&GAMBLE AG 47,ROUTE SAINT GEORGE 1213 PETIT;T-LANCY/GENEVA SWITZERLAND;;;;;0;1;;;;;;;0
O_SUP053;BALDESSARINI - P&G;47, RUE ST.GEORGE 1213 PETIT LANCY/GENEVA SWITZERL;LAND;;;;;0;1;;;;;;;0
O_SUP054;Gucci - P&G;75 RUE D'AIGREMONT 78300 POISSY FRANCE;;;;;;0;1;;;;;;;0
O_SUP055;Issey Miyake - BPI;28-32 AVENUE VICTOG HUGO 75783 PARIS CEDEX 16 FRAN;NCE;;;;;0;1;;;;;;;0
O_SUP056;Jean Paul Gaultier - BPI;28-32 AVENUE VICTOR HUGO 75783 PARIS CEDEX 16 FRAN;NCE;;;;;0;1;;;;;;;0
O_SUP057;JEAN MARCEL DARROW GR;DARROW;;;;;;0;1;;;;;;;0
O_SUP058;BREITLING/DARROW GROUP;150 EAST 58TH STREET 33 RD FLOOR NEW YORK NY 10155;5;;;;;0;1;;;;;;;0
O_SUP059;V.D BAUWEDE ;V.D.BAUWEDE(DARROW GROUP);;;;;;0;1;;;;;;;0
O_SUP060;DARROW GROUP SUNGL;DARROW GROUP SPAIN;;;;;;0;1;;;;;;;0
O_SUP061;DARROW GROUP LTD;;;;;;;0;1;;;;;;;0
O_SUP062;DEL DARROW FASHION;;;;;;;0;1;;;;;;;0
O_SUP063;ZENITH WATCHES;ZENITH/DARROW GROUP LTD 150 EAST 58TH STREET 33RD ; FLOOR NEW YORK NY10155;;;;;0;1;;;;;;;0
O_SUP064;Narcisco Rodriguez - BPI;28-32 AVENUE VICTOG HUGO 75783 PARIS CEDEX 16 FRAN;NCE;;;;;0;1;;;;;;;0
O_SUP065;ELIE SAAB;;;;;;;0;1;;;;;;;0
O_SUP066;Biotherm - PBI;106 RUE DANTON 92691 LEVALLOIS PERRET FRANCE;;;;;;0;1;;;;;;;0
O_SUP0663;Swarovski DP;;;;;;;0;1;;;;;;;0
O_SUP067;BOUCHERON;;;;;;;0;1;;;;;;;0
O_SUP068;KIEHL'S PBI;;;;;;;0;1;;;;;;;0
O_SUP069;MAISON MARTIN MARGIELA;;;;;;;0;1;;;;;;;0
O_SUP070;Cacharel - PBI;106 RUE DANTON 92691 LEVALLOIS PERRET FRANCE;;;;;;0;1;;;;;;;0
O_SUP071;Ralph Lauren - PBI;106 RUE DANTON 92691 LEVALLOIS PERRET FRANCE;;;;;;0;1;;;;;;;0
O_SUP072;Giorgio Armani - PBI;106 RUE DANTON 92691 LEVALLOIS PERRET FRANCE;;;;;;0;1;;;;;;;0
O_SUP073;Paloma Picasso - PBI;106 RUE DANTON 92691 LEVALLOIS PERRET FRANCE;;;;;;0;1;;;;;;;0
O_SUP074;DOMAINE LAROCHE;L'OBEDIENCEBRIE 22 RUE LOUIS BRO BP 33. 89800 CHAB;BLIS FRANCE;;;;;0;1;;;;;;;0
O_SUP075;Guy Laroche - PBI;106 RUE DANTON 92691 LEVALLOIS PERRET FRANCE;;;;;;0;1;;;;;;;0
O_SUP076;Viktor&Rolf - PBI;FRANCE;;;;;;0;1;;;;;;;0
O_SUP077;VICTORINOX;CH 6428 IBACH-SCHWYZ SWITZERNALD;;;;;;0;1;;;;;;;0
O_SUP078;JFM PREMIUM PRODUCTS SARL;;;;;;;0;1;;;;;;;0
O_SUP079;JFM HELLO KITTY;;;;;;;0;1;;;;;;;0
O_SUP080;L'OREAL DIESEL;106 RUE DANTON 92691 LEVALLOIS PERRET FRANCE;;;;;;0;1;;;;;;;0
O_SUP081;Helena Rubinstein - PBI;106.RUE DANTON 92691 LEVALLOIS PERRET FRANCE;;;;;;0;1;;;;;;;0
O_SUP082;Lancome - PBI;106 RUE DANTON 92691 LEVALLOIS PERRET FRANCE;;;;;;0;1;;;;;;;0
O_SUP083;STELLA MC CARTNEY;;;;;;;0;1;;;;;;;0
O_SUP084;Yves Saint Laurent;YVES SAINT LAURENT 28 - 34 BLUD DU PARC 92521 NEUI;ILLY CEDEX FRANCE;;;;;0;1;;;;;;;0
O_SUP085;ZEGNA;;;;;;;0;1;;;;;;;0
O_SUP086;CLARINS SWAROVSKI;;;;;;;0;1;;;;;;;0
O_SUP087;CLARINS-PORSCHE DESIGN;;;;;;;0;1;;;;;;;0
O_SUP088;CLARINS GROUP;;;;;;;0;1;;;;;;;0
O_SUP089;Clarins;2,ROUTE DE LA GALAISE CH-1228 PLAN LES QUATES, SWI;ITZERLAND;;;;;0;1;;;;;;;0
O_SUP090;Azzaro - Clarins;5 RUE DU COMMANDANT PILOT 92200, NEUILLY SUR SEINE;E FRANCE;;;;;0;1;;;;;;;0
O_SUP091;Theirry Mugler - Clarins;5 RUE DU COMMANDANT PILOT 92200, NEUILLY SUR SEINE;E CEDEX FRANCE;;;;;0;1;;;;;;;0
O_SUP092;Lancaster - COTY;FORT MALAKOFF OARK GESCHEFTSZENTRUM 3.OG RHEINSTRA;ASSE 4E 55116 MAINZ DEUTSCHLAND;;;;;0;1;;;;;;;0
O_SUP093;LANCASTER;;;;;;;0;1;;;;;;;0
O_SUP094;MARCO POLO;TRADING MARCO POLO VIA SOLFERINO, 40 20121, MILANO;O, ITALY;;;;;0;1;;;;;;;0
O_SUP095;MARC JACOBS;;;;;;;0;1;;;;;;;0
O_SUP096;MARCOLIN ;MARCOLIN USA INC 1407 CORAL WAY MIAMI FLORIDA 3314;45-2876,U.S.A.;;;;;0;1;;;;;;;0
O_SUP097;MARCHON ;;;;;;;0;1;;;;;;;0
O_SUP098;MARC ROZIER;;;;;;;0;1;;;;;;;0
O_SUP099;MARCO FANTINI;VIA DEL PARADISO 118/E 50013 CAMPI BISENZIO FLOREN;NCE ITALY;;;;;0;1;;;;;;;0
O_SUP100;OPI COTY;;;;;;;0;1;;;;;;;0
O_SUP101;CALVIN KLEIN WATCHES;MATTENSTRASSE 149 CH-2503 BIEL/BIENNE 2503 SWITZER;RLAND;;;;;0;1;;;;;;;0
O_SUP102;Calvin Klein - COTY;28 CHEMIN DE JOINVILLE CH 1216 COINTRIN GENEVA SWI;ITZERLAND;;;;;0;1;;;;;;;0
O_SUP103;Clinique - Estee Lauder;BROADBENT HOUSE 68 GROSVENOR STREET LONDON W1Z 908;8 U K;;;;;0;1;;;;;;;0
O_SUP104;CREME DE LA MER;;;;;;;0;1;;;;;;;0
O_SUP105;Tommy Hilfiger - Estee Lauder;73 GROSVENOR STREET LONDON WIX 0BH U K;;;;;;0;1;;;;;;;0
O_SUP106;DONNA KARAN-LAUDER ;73 GROSVENOR HOUSE LONDON W1X 0BH U K;;;;;;0;1;;;;;;;0
O_SUP107;DKNY WATCHES SKY;USA;;;;;;0;1;;;;;;;0
O_SUP108;Michael Kors - Estee Lauder;73 GROSVENOR STR. LONDON WIX OBH U K;;;;;;0;1;;;;;;;0
O_SUP109;Missoni - Estee Lauder;73 GROSVENOR STR. LONDON WIX OBH UK;;;;;;0;1;;;;;;;0
O_SUP110;Aramis - Estee Lauder;75 GROSVENOR STREET LONDON W1X OBH;;;;;;0;1;;;;;;;0
O_SUP111;TOM FORD BEAUTY;;;;;;;0;1;;;;;;;0
O_SUP112;WATERFORD GLASS LTD;KILLBARRY. CO. WATERFORD.;;;;;;0;1;;;;;;;0
O_SUP113;ESTEE LAUDER;73 GROSVENOR STREET LONDON WIX 0BH U K;;;;;;0;1;;;;;;;0
O_SUP114;EUROITALIA - JOHN RICHMOND;;;;;;;0;1;;;;;;;0
O_SUP115;JOHN VARVATOS;;;;;;;0;1;;;;;;;0
O_SUP116;EUROITALIA S.R.L. - MOSCHINO;;;;;;;0;1;;;;;;;0
O_SUP117;ARTISAN PARFUME;;;;;;;0;1;;;;;;;0
O_SUP118;ANNICK GOUTAL;;;;;;;0;1;;;;;;;0
O_SUP119;JUILETTE HAS A GUN;;;;;;;0;1;;;;;;;0
O_SUP120;JUDITH LEIBER;;;;;;;0;1;;;;;;;0
O_SUP121;KINSKI;;;;;;;0;1;;;;;;;0
O_SUP122;LOLITA LEMPICKA;;;;;;;0;1;;;;;;;0
O_SUP123;MANCERA;;;;;;;0;1;;;;;;;0
O_SUP124;EUROITALIA S.R.L - VERSACE;;;;;;;0;1;;;;;;;0
O_SUP125;ESTER PERFUME;;;;;;;0;1;;;;;;;0
O_SUP126;ESTER BIJOUX;;;;;;;0;1;;;;;;;0
O_SUP127;FENDI PARFUM;;;;;;;0;1;;;;;;;0
O_SUP128;FENDI SILK SA;;;;;;;0;1;;;;;;;0
O_SUP129;SELDICO FENDI;;;;;;;0;1;;;;;;;0
O_SUP130;FENDI;;;;;;;0;1;;;;;;;0
O_SUP131;DEL GIVENCHY FFR;3 AVENUE GEORGE V 75008 PARIS;;;;;;0;1;;;;;;;0
O_SUP132;GIVENCHY ;74 RUE ANATOLE FRANCE 92532 LEVALLOIS PERRET FRANC;CE;;;;;0;1;;;;;;;0
O_SUP133;GROUP;;;;;;;0;1;;;;;;;0
O_SUP134;SIBER HEGNER GIVENCHY;SiberHegner Mita Bldg.4-19, Mita 3-chome,Minato-ku;u, Tokyo 108-8360 JAPAN;;;;;0;1;;;;;;;0
O_SUP135;PUCCI;;;;;;;0;1;;;;;;;0
O_SUP136;BPI;;;;;;;0;1;;;;;;;0
O_SUP137;THE ART OF SHAVING;;;;;;;0;1;;;;;;;0
O_SUP138;CHANEL SKY;135 AVENUE CHARLES DE GAULL 92521 NEUILLY SUR SEIN;NE  CEDEX FRANCE;;;;;0;1;;;;;;;0
O_SUP139;CHRISTIAN DIOR SKY;33 AVENUE HOCHE 75008 PARIS FRANCE;;;;;;0;1;;;;;;;0
O_SUP140;SELDICO DIOR;;;;;;;0;1;;;;;;;0
O_SUP141;DIOR JEW;;;;;;;0;1;;;;;;;0
O_SUP142;CHRISTIAN DIOR WATCHES;;;;;;;0;1;;;;;;;0
O_SUP143;CELLCOSMET& CELLMEN;;;;;;;0;1;;;;;;;0
O_SUP144;COTY;;;;;;;0;1;;;;;;;0
O_SUP145;EUROITALIA SKY;ITALIA MILANO;;;;;;0;1;;;;;;;0
O_SUP146;GUERLAIN ;125 RUE DU PRESIDENT WILSON 92300 LEVALLOIS PERRET;T FRANCE;;;;;0;1;;;;;;;0
O_SUP147;SELDICO GUERLAIN;;;;;;;0;1;;;;;;;0
O_SUP148;HERMES SKY;;;;;;;0;1;;;;;;;0
O_SUP149;HERMES PARFUMS  ;20 RUE DE LA VILLE L'EVEQUE 75008 PARIS FRANCE;;;;;;0;1;;;;;;;0
O_SUP150;HERMES FASHION;12-16 RUE AUGER 93500 PANTINE FRANCE;;;;;;0;1;;;;;;;0
O_SUP151;HERMES WATCHES;;;;;;;0;1;;;;;;;0
O_SUP152;Elizabeth Arden;ARDENEXPORT 78 CHAMPS ELYSEES 75008 PARIS FRANCE;;;;;;0;1;;;;;;;0
O_SUP153;ELIZABETH ARDEN SKY;28,CHEMIN DE JOINVILLE PO BOX 43 1216,COINTRIN,GEN;NEVA, SWITZERLAND;;;;;0;1;;;;;;;0
O_SUP154;E.ARDEN BRITNEY SPEARS;;;;;;;0;1;;;;;;;0
O_SUP155;L'OCCITANE;;;;;;;0;1;;;;;;;0
O_SUP156;LOEWE PERFUMES;;;;;;;0;1;;;;;;;0
O_SUP157;OLD PARFUME;;;;;;;0;1;;;;;;;0
O_SUP158;La Prairie Group AG;Industriestrasse 8 - CH-8604;Volketswil;Zurich;;;;0;1;;;info@laprairiegroup.ch;;La Prairie Group AG;;2
O_SUP159;P&G;;;;;;;0;1;;;;;;;0
O_SUP160;CARTIER PARFUME;51 RUE FRANCOIS IER 75008 PARIS FRANCE;;;;;;0;1;;;;;;;0
O_SUP161;CARTIER WATCHES;51 RUE PIERRE CHARRON 75008 PARIS FRANCE;;;;;;0;1;;;;;;;0
O_SUP162;CARTIER INT 10924098;51 RUE FRANCOIS 1ER 75008 PARIS FRANCE;;;;;;0;1;;;;;;;0
O_SUP163;CARTIER JEWELLERY;51 RUE PIERRE CHARRON 75008 PARIS FRANCE;;;;;;0;1;;;;;;;0
O_SUP164;PASCO GMBH;PASCO GMBH RUDOLPH-DIESEL-STR.12 D-69207 SANDHAUSE;EN GERMANY;;;;;0;1;;;;;;;0
O_SUP165;PUIG;;;;;;;0;1;;;;;;;0
O_SUP166;SHISEIDO EUROPE SAS;11, Rue Du Faubourg Saint Honore;79 Rue Marcel Dassault 92100 Boulogne;Paris;;;;0;1;;;;;;;2
O_SUP167;COSMOPOLITAN COSMETI;75 RUE D'AIGREMENT 78300 POISSY FRANCE;;;;;;0;1;;;;;;;0
O_SUP168;SCORPIO PARFUME;;;;;;;0;1;;;;;;;0
O_SUP169;SCORPIO TRAVEL RETAIL ;METCALF WAY CRAWLEY WEST SUSSEX RH11 7SU;;;;;;0;1;;;;;;;0
O_SUP170;SISLEY;;;;;;;0;1;;;;;;;0
O_SUP171;SWISS SMILE;;;;;;;0;1;;;;;;;0
O_SUP172;RENE CUSACK LTD;DOCK ROAD LIMERICK;;;;;;0;1;;;;;;;0
O_SUP173;VAN DYCK BELGIAN CHOC;GEELSEWEG 38 2250 OLEN BELGIUM;;;;;;0;1;;;;;;;0
O_SUP174;КОНСИГНАЦИЯ;;;;;;;0;1;;;;;;;0
O_SUP175;ROUGIE;MADRAZES BP118 24203 SARLAT FRANCE;;;;;;0;1;;;;;;;0
O_SUP176;ANTICA MURRINA SKY;;;;;;;0;1;;;;;;;0
O_SUP177;SEA & SKY SUPPLY;JAPAN;;;;;;0;1;;;;;;;0
O_SUP178;BREADWINNERS ;178 HIGH STREET MIDDLESEX TW11 8HU;;;;;;0;1;;;;;;;0
O_SUP179;WALKERS SHORTBREAD ;ABELOUR-ON-SPREY SCOTLAND AB38 9PD;;;;;;0;1;;;;;;;0
O_SUP180;DEL BURBERRYS;;;;;;;0;1;;;;;;;0
O_SUP181;LUXOTTICA UK IRL;&Lomb) B INTL. IRONBRIDGE CLOSE GREAT CENTRAL WAY ; LONDAN NW10 ONW;;;;;0;1;;;;;;;0
O_SUP182;CRABTREE & EVELYN;55-57 SOUTH EDWARDS SQUARE LONDON W8 6HP ENGLAND;;;;;;0;1;;;;;;;0
O_SUP183;CHAMBORD;BP 17 SAINT GERVAIS LA FORE 41353 VINEUL CEDEX FRA;ANCE;;;;;0;1;;;;;;;0
O_SUP184;CENTAUR TRAVEL RETAI;JAPAN;;;;;;0;1;;;;;;;0
O_SUP185;TRAVEL RETAIL INN;Operetteweg 76 1323 VC Almere Netherlands;;;;;;0;1;;;;;;;0
O_SUP186;TRAVELTELECOM;DARROW GROUP;;;;;;0;1;;;;;;;0
O_SUP187;FIDIA GIOIELLI S.P.A;VIA ARNO 108 50019 SESTO FIORENTINO FIRENZE ITALIE;E;;;;;0;1;;;;;;;0
O_SUP188;SOLVAR;10 HARCOURT STREET DUBLIN 2 IRELAND;;;;;;0;1;;;;;;;0
O_SUP189;HARRISON MUSIC;7 QUEEN STREET BELFAST BT1 6 EA;;;;;;0;1;;;;;;;0
O_SUP190;IBB UK;CLERKENWELL HOUSE. 67 CLERKENWELL ROAD LONDON ECIR;R 5BH ENGLAND;;;;;0;1;;;;;;;0
O_SUP191;GUESS - IBB B.V.;HOGEHILWEG 14 1101 CD AMSTERDAM HOLLAND;;;;;;0;1;;;;;;;0
O_SUP192;K KARL LAGERFELD;;;;;;;0;1;;;;;;;0
O_SUP193;KOALA WINES;2 EAST STREET WARRENPOINT CO.DOWN BT3 43JE U K;;;;;;0;1;;;;;;;0
O_SUP194;LULU  GUINNESS SKY;;;;;;;0;1;;;;;;;0
O_SUP195;NUOVA MOKAS SRL;;;;;;;0;1;;;;;;;0
O_SUP196;LIBERTY;;;;;;;0;1;;;;;;;0
O_SUP197;LIR CHOCS MARY WHITE;IDA ENTERPRISE CENTRE EAST WALL ROAD DUBLIN 3;;;;;;0;1;;;;;;;0
O_SUP198;TASHIA;2-4 PETERBOROUGH MEWS, PARSONS GREEN, LONDON SW6 3;3BL U K;;;;;0;1;;;;;;;0
O_SUP199;C.I.T.A.;SPAIN;;;;;;0;1;;;;;;;0
O_SUP200;MORGAN & OATES;;;;;;;0;1;;;;;;;0
O_SUP201;NORIKO IRELAND LTD;CENTRAL HOTEL CHAMBERS DAME COURT DUBLIN 2 IRELAND;D;;;;;0;1;;;;;;;0
O_SUP202;TOMS CONFECTIONERY ;DK-2750 BALLERUP;;;;;;0;1;;;;;;;0
O_SUP203;TARGUS EUROPE LTD;38 THREADNEEDLE STREET LONDON EC2P 2EH;;;;;;0;1;;;;;;;0
O_SUP204;TUMI SKY;TUMI SKY;;;;;;0;1;;;;;;;0
O_SUP205;REAKAM INC;;;;;;;0;1;;;;;;;0
O_SUP206;ИЗЛИШКИ;;;;;;;0;1;;;;;;;0
O_SUP207;AVANTA ELECTRONICS;;;;;;;0;1;;;;;;;0
O_SUP208;BAUME & MERCIER SA;61 ROUTE DE CHENE 1211 GENEVE 29 SWITZERLAND;;;;;;0;1;;;;;;;0
